id,outcome,serve,rally,hitpoint,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,opponent.depth,opponent.distance.from.center,same.side,previous.hitpoint,previous.time.to.net,server.is.impact.player
2321,FE,2,3,B,36.18,-0.15,2.03,6.17,0,0,0.90,12.77,1.49,11.95,1.13,35.54,0.06,3.84,6.13,11.07,4.29,0,B,0.34,1
414,W,2,3,F,42.93,0.12,0.85,5.16,0,0,0.50,11.62,1.71,12.11,1.59,31.54,0.97,3.86,5.39,14.94,5.33,0,F,0.62,1
241,UE,1,6,F,47.51,0.62,0.78,0.19,1,0,0.95,13.89,2.85,14.68,3.38,27.06,1.48,2.11,3.39,16.25,1.99,1,F,0.69,0
5823,UE,2,10,B,30.94,0.87,0.03,1.22,0,0,0.77,13.99,2.15,14.22,2.89,33.21,1.01,1.77,0.53,13.99,2.86,0,U,0.49,0
1761,FE,1,5,B,17.82,1.79,0.48,2.62,0,1,2.49,5.54,1.36,7.91,0.59,37.23,0.61,1.39,6.79,17.49,2.32,1,V,0.54,1
2557,FE,2,4,B,23.18,-0.67,0.66,10.59,0,0,4.89,13.19,2.82,11.92,1.90,24.69,0.48,1.32,2.56,7.26,0.69,1,F,0.30,0
7723,FE,2,4,B,25.76,-0.68,3.29,10.65,0,0,3.00,14.39,3.88,13.98,0.91,43.62,0.14,1.57,4.91,12.42,3.53,0,F,0.33,0
4351,W,1,3,F,32.72,0.64,0.68,4.06,0,0,2.02,12.73,0.48,10.92,1.37,30.40,0.52,3.68,3.59,12.64,2.26,0,F,0.48,1
7043,FE,1,19,B,27.23,-0.44,1.96,9.93,0,0,3.44,14.95,1.89,15.23,1.55,39.56,0.28,1.23,4.40,13.66,2.30,0,F,0.41,1
5826,UE,2,4,F,34.33,-0.28,2.37,7.10,0,0,2.09,13.26,1.76,11.63,3.07,25.87,1.16,3.80,2.47,12.44,1.28,0,B,0.55,0
6873,W,1,3,F,36.78,0.28,1.22,3.17,0,0,2.17,9.05,0.62,11.22,0.46,20.27,0.95,2.73,6.61,14.67,2.71,0,B,0.88,1
7727,UE,2,3,B,30.61,1.11,0.27,0.46,1,0,1.69,11.99,0.31,10.64,0.72,31.16,0.48,2.49,4.83,11.61,3.54,0,F,0.45,1
6045,W,1,20,B,19.06,0.29,0.17,4.83,0,0,0.00,8.12,1.59,8.12,1.59,31.67,0.79,3.69,8.06,14.76,2.42,1,V,0.60,0
1474,FE,2,13,B,32.41,1.06,2.24,0.34,0,1,2.62,14.19,3.65,13.88,1.04,37.51,0.17,1.30,5.39,13.98,2.31,0,F,0.44,1
314,UE,1,3,F,31.63,-0.15,1.47,8.30,0,0,1.84,11.76,2.58,11.03,0.89,25.53,0.45,2.73,6.66,13.20,1.53,0,F,0.62,1
6062,UE,1,7,F,32.02,1.52,1.94,0.36,0,1,1.63,15.10,3.01,14.78,1.42,34.82,1.23,1.70,2.59,14.58,2.53,0,F,0.50,1
5908,W,1,3,F,43.71,0.06,0.58,4.88,0,0,2.14,13.07,0.89,11.37,0.41,26.50,1.80,4.04,1.83,14.42,2.64,0,B,0.68,1
548,W,2,9,U,14.04,1.00,2.22,5.08,0,0,9.68,6.54,0.54,15.95,1.74,10.14,2.17,3.84,8.14,5.80,0.00,1,F,0.80,1
6019,UE,1,9,B,24.31,0.26,1.06,3.87,1,0,1.36,12.66,2.92,13.15,1.65,27.56,0.21,1.65,4.88,15.30,2.39,0,U,0.68,1
4591,UE,2,10,F,31.11,1.30,0.77,6.77,0,0,2.59,14.70,0.74,14.22,1.81,38.38,0.21,2.03,3.17,13.38,3.01,0,B,0.41,0
8563,W,1,6,F,36.70,0.52,1.53,3.32,0,0,3.00,13.51,0.72,13.65,3.72,35.52,0.48,3.69,3.03,13.12,3.35,0,F,0.44,0
3125,FE,2,4,U,23.56,-0.47,1.84,10.68,0,0,2.62,14.85,3.55,12.86,1.84,32.86,0.74,1.97,0.63,12.55,2.38,0,B,0.44,0
6208,FE,1,6,F,26.42,0.15,0.34,1.65,1,0,10.87,9.70,3.69,18.75,2.35,17.53,0.82,1.24,6.98,10.92,2.14,1,U,0.77,0
4694,UE,2,4,F,44.80,0.40,0.13,1.94,1,0,5.43,13.94,2.72,12.61,2.55,31.41,0.61,1.32,4.66,13.03,1.37,0,F,0.50,0
5682,UE,1,3,F,36.75,-0.14,2.02,8.12,0,0,0.12,10.86,0.07,10.91,0.18,18.98,1.81,3.55,4.30,13.08,2.48,0,B,0.89,1
6788,UE,1,4,B,40.71,0.52,1.99,0.19,0,1,0.80,13.08,2.85,13.14,2.06,27.65,0.92,1.61,3.24,12.59,2.10,0,B,0.53,0
1545,UE,2,9,F,44.13,-0.64,3.80,10.50,0,0,2.69,13.31,3.77,13.68,1.10,30.20,1.44,0.66,3.64,15.32,2.17,0,F,0.63,1
7865,UE,1,3,F,20.76,4.73,0.05,4.28,0,0,4.93,14.36,2.75,10.90,0.76,22.78,2.29,2.73,0.10,13.85,2.89,0,B,0.73,1
7966,UE,2,5,F,30.95,-0.20,2.75,9.07,0,0,2.07,13.31,2.35,12.78,0.35,37.60,0.25,2.22,5.55,14.26,1.19,0,F,0.44,1
3470,UE,2,5,F,40.90,-0.43,0.21,8.49,0,0,2.19,13.27,2.36,12.81,0.22,26.29,0.69,1.86,4.23,11.51,0.21,1,F,0.49,1
3428,FE,1,7,B,27.31,0.01,3.14,8.57,0,0,6.07,17.04,1.32,14.95,4.38,35.79,1.30,1.75,0.17,14.05,2.16,0,F,0.46,1
5289,UE,1,3,B,33.14,-0.29,1.11,6.48,0,0,2.29,10.06,3.59,10.99,1.49,28.41,0.28,1.75,6.95,12.64,4.77,0,U,0.58,1
6152,FE,1,5,F,9.45,-0.95,2.76,11.87,0,0,3.81,3.98,2.07,4.79,1.66,22.60,0.23,0.71,8.09,13.62,2.68,0,V,0.73,1
2411,W,1,6,F,46.25,0.37,1.13,0.17,0,0,2.75,14.00,0.57,13.85,2.17,35.28,0.61,3.13,3.17,13.45,0.19,1,F,0.45,0
5248,W,1,3,U,40.05,0.31,1.11,4.58,0,0,3.46,7.55,0.43,11.00,0.23,16.49,2.14,3.18,6.58,13.00,2.69,0,B,1.12,1
3115,UE,2,9,U,32.04,-0.43,3.53,9.55,0,0,3.73,14.79,1.66,13.41,1.80,30.28,1.18,1.62,1.47,12.54,3.10,0,F,0.47,1
1532,UE,2,3,F,31.83,1.33,1.49,1.36,0,1,2.43,12.56,0.80,10.96,1.02,31.68,0.22,2.17,4.60,11.83,3.31,0,U,0.42,1
5597,UE,2,4,F,36.81,1.13,0.47,0.12,1,0,1.40,12.80,2.84,12.46,1.49,26.73,0.52,3.42,5.33,13.36,3.35,0,U,0.59,0
6565,UE,2,6,F,46.90,0.65,1.74,1.90,0,0,1.41,13.17,1.22,13.42,0.17,32.65,0.70,2.84,4.94,15.43,0.81,1,F,0.57,0
3626,FE,2,3,B,23.00,0.89,0.98,1.67,0,1,2.69,7.41,0.55,10.03,0.06,28.09,1.23,2.80,5.23,12.57,2.75,0,V,0.50,1
1433,W,2,3,B,20.28,0.09,2.12,9.27,0,0,4.09,6.00,0.10,9.98,1.05,21.09,2.35,0.45,4.70,11.88,5.14,0,V,0.71,1
8721,W,1,8,F,43.50,0.68,0.43,0.66,0,0,3.67,11.89,0.38,14.42,3.04,25.25,0.94,3.83,6.13,14.48,2.68,0,F,0.70,0
2073,UE,1,4,B,32.49,1.53,1.22,1.73,0,1,3.11,14.69,2.29,14.02,0.75,34.69,0.72,0.49,2.69,12.19,2.92,0,F,0.40,0
5581,UE,2,6,B,35.47,-0.28,0.98,7.34,0,0,0.78,12.83,2.43,13.53,2.07,31.83,0.41,2.49,5.54,14.00,3.14,0,B,0.53,0
4043,UE,1,5,F,34.83,-0.10,1.38,7.60,0,0,0.53,12.48,0.02,12.93,0.25,31.94,0.15,3.82,6.77,14.81,2.36,1,F,0.53,1
549,W,1,3,F,31.07,0.97,1.27,0.00,0,0,4.17,9.94,2.67,11.34,1.25,20.83,0.06,0.03,7.52,12.76,4.98,0,U,0.76,1
6311,W,1,4,F,46.14,0.43,0.17,1.00,0,0,2.14,14.37,1.28,12.79,2.73,27.18,1.25,3.90,1.05,13.24,3.62,0,B,0.58,0
888,W,1,3,F,43.87,0.33,1.67,4.20,0,0,0.86,10.56,2.00,11.05,1.29,19.69,2.31,3.83,3.77,13.99,4.62,0,B,0.91,1
5832,UE,1,4,U,30.37,1.54,1.50,0.70,0,1,5.96,14.00,2.53,13.19,3.37,29.89,0.13,1.13,5.45,11.76,1.50,0,F,0.45,0
5917,UE,1,4,F,48.84,-0.04,1.58,5.86,0,0,0.60,13.16,1.79,13.29,1.20,25.41,1.27,2.31,3.29,12.00,1.68,0,F,0.59,0
2516,FE,2,3,F,19.72,1.35,0.29,1.79,0,0,0.00,6.09,0.77,6.09,0.77,33.77,0.29,2.96,6.38,12.48,3.86,0,F,0.43,1
3956,FE,2,21,B,23.42,-0.36,2.28,9.37,0,0,4.89,15.15,2.23,13.84,2.48,38.67,0.46,1.73,2.41,13.56,0.63,1,B,0.41,1
7506,W,2,3,F,32.90,0.41,0.64,3.43,0,0,1.92,12.49,1.03,10.74,0.25,30.92,0.42,3.29,4.15,11.45,3.55,0,B,0.42,1
8686,FE,1,4,U,34.24,-0.22,2.56,8.89,0,0,3.15,16.55,3.68,15.91,0.60,39.03,0.27,1.47,3.42,10.54,0.87,0,F,0.29,0
5497,FE,1,5,F,22.49,0.41,0.72,1.57,1,0,3.20,6.92,0.40,9.42,1.59,35.92,0.90,2.82,5.82,16.55,1.72,1,V,0.56,1
3184,UE,2,3,F,29.01,-0.95,1.48,9.47,0,0,1.79,12.68,1.91,11.19,0.92,34.24,0.56,2.41,3.29,11.75,2.07,0,F,0.39,1
4620,W,2,4,F,47.86,0.12,1.71,4.27,0,0,1.08,12.80,1.44,12.11,2.26,23.65,1.08,4.03,2.97,12.29,2.08,0,U,0.60,0
3061,W,1,6,F,45.68,0.13,0.55,5.56,0,0,3.14,12.72,0.68,11.83,3.69,20.90,2.26,3.39,2.06,14.83,3.65,0,B,0.92,0
8960,W,2,3,F,33.77,0.29,3.37,7.62,0,0,3.96,6.11,0.20,9.99,1.01,21.28,2.05,0.32,7.84,11.50,4.60,0,V,0.69,1
2211,UE,1,3,F,31.89,1.82,0.27,4.05,0,0,2.13,13.26,0.95,11.16,1.29,32.87,0.67,3.59,1.99,12.87,3.58,0,U,0.45,1
8968,UE,2,4,B,16.84,-0.26,1.48,9.94,0,0,3.52,12.30,1.13,11.63,2.32,29.10,0.14,3.20,6.28,12.70,1.42,1,B,0.50,0
3356,UE,2,5,B,35.28,-0.22,1.31,6.87,0,0,4.39,12.55,2.68,11.83,1.65,23.72,1.12,1.45,2.90,14.81,2.92,1,B,0.78,1
7821,UE,1,3,U,7.67,-0.95,4.11,3.16,0,1,0.57,10.79,1.51,11.33,1.31,23.16,1.10,3.85,4.55,13.25,4.72,0,U,0.68,1
7079,UE,2,5,F,45.30,-0.08,0.09,5.72,1,0,2.74,12.62,1.74,12.30,0.99,31.28,0.95,2.44,3.81,14.41,2.05,1,F,0.55,1
4369,FE,2,3,B,25.34,1.63,1.15,0.41,0,1,1.60,12.77,0.28,11.85,1.03,33.02,0.90,3.18,0.11,11.70,3.34,0,B,0.39,1
217,UE,1,13,B,24.78,1.28,0.08,0.74,1,0,3.49,13.24,4.44,13.73,0.98,30.13,0.25,1.01,6.32,13.23,1.14,0,B,0.52,1
6608,UE,2,13,B,27.45,1.41,0.23,3.78,1,0,2.18,13.16,0.60,13.45,1.56,32.54,1.10,2.48,3.38,15.04,2.07,0,F,0.54,1
7918,UE,2,25,B,36.34,-0.33,0.49,7.42,0,0,1.37,13.11,0.28,12.82,1.61,34.77,0.68,3.35,1.94,13.79,1.54,0,F,0.46,1
1776,UE,2,3,B,38.02,0.70,0.61,0.30,1,1,1.75,10.72,2.56,11.48,0.98,23.40,0.40,2.63,7.63,12.07,3.07,0,U,0.60,1
7049,FE,1,3,F,17.90,-0.14,3.46,7.65,0,0,3.26,7.19,0.08,10.38,0.75,27.41,0.06,3.76,7.28,12.16,4.30,0,F,0.52,1
138,UE,2,7,B,32.77,-0.26,2.78,8.89,0,0,4.97,13.94,3.60,14.97,1.26,34.32,0.59,0.86,3.92,12.99,0.41,1,F,0.44,1
5687,FE,2,7,F,21.93,0.34,2.09,0.26,0,1,9.43,6.14,4.84,13.49,1.07,14.05,0.24,0.82,9.28,7.74,2.14,1,F,0.80,1
3005,UE,2,4,B,31.15,-0.01,2.34,6.96,0,0,1.48,13.71,2.23,12.75,1.11,34.44,0.59,1.77,1.98,12.29,0.73,0,B,0.39,0
2145,W,2,3,B,31.04,0.57,1.42,2.65,0,0,2.22,11.14,1.20,10.67,0.97,31.76,0.52,1.40,4.20,11.51,4.76,0,F,0.42,1
3482,FE,2,6,F,29.30,1.38,0.81,1.11,1,1,2.63,11.25,2.53,12.24,0.08,22.19,0.17,1.08,2.27,7.17,2.46,0,F,0.31,0
8201,FE,2,4,F,27.57,2.36,2.97,2.11,0,1,3.98,13.21,0.58,12.21,3.28,37.11,0.60,2.88,0.07,11.58,0.72,0,F,0.34,0
7783,FE,1,3,B,22.74,1.83,1.52,1.28,0,1,3.40,12.89,1.65,11.06,1.22,32.62,0.99,1.66,0.74,14.56,3.01,0,B,0.52,1
8617,W,1,3,B,30.98,0.42,1.51,3.65,0,0,2.30,9.15,0.42,10.95,1.00,20.56,0.54,2.05,6.18,11.84,4.84,0,F,0.67,1
3632,W,1,3,B,30.83,0.53,0.72,3.48,0,0,2.99,8.23,0.53,11.10,1.37,23.66,1.96,2.85,4.01,12.44,4.64,0,V,0.67,1
3364,FE,1,4,B,35.45,-0.27,2.42,6.17,0,0,3.61,13.66,3.45,15.27,0.22,37.14,0.17,1.94,5.62,11.95,3.38,0,B,0.38,0
4801,UE,1,6,F,41.67,0.67,0.10,0.62,0,1,1.03,13.01,2.03,12.96,1.00,25.32,0.82,3.52,2.28,12.91,1.48,0,B,0.62,0
1560,FE,1,4,F,24.20,2.16,3.43,1.22,0,1,2.22,15.41,1.19,15.00,0.98,40.15,0.39,1.83,2.69,12.20,2.81,0,F,0.33,0
1500,UE,2,6,B,35.12,-0.06,1.02,7.48,0,0,0.83,12.16,2.50,12.58,1.79,26.54,1.39,1.80,3.43,13.36,1.42,0,B,0.62,0
4967,UE,2,3,F,13.20,-0.95,2.29,11.76,0,0,0.30,11.50,1.20,11.21,1.12,33.89,0.36,3.77,4.81,11.55,3.63,0,U,0.39,1
3780,W,2,11,B,21.24,0.36,1.11,0.12,0,0,2.95,5.19,0.81,8.06,0.11,34.05,0.63,2.31,7.36,15.55,1.61,0,V,0.57,1
2814,UE,2,24,F,30.94,1.73,0.50,2.21,1,0,3.39,15.24,2.22,15.17,1.17,35.25,0.38,1.07,3.68,12.43,1.59,0,B,0.40,0
4402,W,2,3,F,37.26,0.95,0.67,1.50,0,0,1.00,12.55,1.22,11.67,0.77,28.03,0.36,3.94,5.70,11.07,1.94,0,B,0.43,1
2837,UE,1,5,F,34.09,-0.14,2.33,8.17,0,0,2.03,14.26,1.79,13.71,0.16,38.40,0.10,1.44,4.68,14.08,1.86,0,B,0.42,1
3625,UE,2,16,F,36.19,1.30,0.13,0.91,1,0,5.52,14.45,1.26,13.70,4.21,28.35,0.68,1.26,2.97,12.59,2.98,0,B,0.50,0
7717,W,1,6,B,10.62,0.61,2.39,8.67,0,0,4.60,5.88,2.13,10.14,3.87,16.08,3.25,3.02,7.05,14.59,3.18,0,F,1.45,0
8198,W,2,4,F,23.61,0.19,2.48,7.03,0,0,4.89,13.83,3.43,12.59,1.29,38.27,0.17,1.26,5.01,12.85,0.16,1,F,0.40,0
481,W,1,5,B,16.32,0.87,0.82,5.53,0,0,1.37,6.01,2.78,5.66,1.46,14.07,0.14,0.38,6.31,4.48,3.83,1,V,0.18,1
8132,UE,2,13,F,36.35,0.39,0.29,2.83,0,0,2.60,10.76,0.12,12.71,1.85,23.10,1.32,3.89,3.89,15.46,2.20,1,F,0.85,1
5294,FE,1,6,B,35.68,-0.11,2.80,6.94,0,0,4.23,15.56,1.66,14.68,2.47,37.49,0.71,0.99,1.34,12.72,3.55,0,F,0.38,0
293,UE,2,4,F,44.62,-0.45,0.40,8.26,1,0,2.11,12.04,3.96,12.49,1.90,23.00,1.77,0.22,3.01,12.02,2.05,0,F,0.68,0
5138,UE,1,3,B,26.22,0.97,1.44,2.35,1,0,2.32,8.69,0.09,10.87,0.88,22.53,1.80,3.48,3.77,12.41,2.90,0,V,0.68,1
754,UE,1,3,U,8.85,0.00,2.49,10.29,0,0,4.44,5.78,1.25,10.22,1.24,24.51,0.79,3.60,6.56,12.87,2.02,0,V,0.64,1
89,UE,2,4,F,38.51,-0.15,1.79,8.07,0,0,5.01,13.17,2.97,13.19,2.04,22.50,1.92,3.04,1.42,12.92,1.52,1,B,0.75,0
1036,W,2,6,F,35.17,0.13,0.78,6.19,0,0,1.61,12.28,3.47,12.50,1.87,30.00,1.18,2.28,2.43,14.61,3.25,0,B,0.63,0
9268,UE,2,7,B,31.56,-0.29,3.08,8.62,0,0,2.52,13.44,0.11,14.81,2.00,24.35,0.78,3.46,2.28,12.40,2.40,0,B,0.59,1
9262,UE,1,4,F,36.28,-0.11,0.28,7.23,0,0,2.47,15.42,1.81,14.29,0.38,36.95,0.28,2.09,3.03,10.40,0.91,0,F,0.30,0
7437,FE,1,3,U,13.43,-0.04,1.04,10.30,0,0,2.29,9.46,2.50,11.05,0.86,24.38,0.67,3.03,4.50,11.86,4.56,0,F,0.58,1
3712,FE,2,8,B,33.58,-0.48,2.65,8.46,0,0,2.64,12.96,2.44,13.31,0.18,37.98,0.79,1.28,1.17,14.38,1.39,1,B,0.45,0
4094,FE,2,4,B,30.24,0.46,2.12,5.84,0,0,2.22,14.38,0.46,12.37,0.48,24.13,1.19,3.69,0.03,12.67,1.37,0,B,0.61,0
7940,W,2,7,F,38.48,0.45,0.66,2.64,0,0,3.52,16.13,2.26,15.46,1.20,37.94,0.28,1.10,2.92,10.46,0.19,0,B,0.30,1
6440,W,1,5,F,14.55,0.49,1.03,7.69,0,0,2.79,4.46,1.04,7.25,1.13,28.34,1.01,2.02,8.40,14.00,2.27,1,V,0.62,1
7312,UE,1,4,B,14.24,-0.69,0.38,11.49,0,0,4.78,13.90,2.33,14.00,2.45,30.71,0.56,1.53,3.31,12.00,0.25,0,B,0.43,0
7356,UE,1,5,F,37.57,0.83,0.60,1.56,1,0,1.47,13.59,1.79,12.12,1.83,35.49,0.77,4.01,1.85,16.08,4.02,0,B,0.54,1
7903,UE,2,16,B,29.00,1.88,1.02,0.81,0,1,1.97,13.90,1.49,12.75,0.12,37.08,1.09,3.72,0.95,14.20,1.20,1,F,0.44,0
8792,W,1,4,B,30.78,1.25,2.12,2.41,0,0,4.69,15.85,3.01,15.05,1.61,40.13,0.28,1.43,4.08,12.20,1.13,1,F,0.34,0
4189,UE,1,3,F,39.67,-0.20,1.48,7.17,0,0,2.37,12.20,3.18,11.42,0.95,34.24,0.23,3.43,6.25,15.34,3.75,0,B,0.53,1
8506,FE,1,8,B,29.57,1.36,2.76,1.44,0,0,2.08,14.05,1.98,13.91,0.09,37.33,0.76,1.77,1.03,13.22,1.24,1,B,0.42,0
8674,FE,1,4,F,24.66,3.32,2.04,2.10,1,0,4.90,13.78,1.10,14.37,3.77,23.08,0.54,1.99,0.18,10.16,5.21,0,B,0.49,0
6147,UE,2,4,F,38.71,-0.09,1.66,7.45,0,0,0.81,13.02,2.42,12.51,1.78,25.95,1.05,3.41,2.06,12.14,2.93,0,B,0.54,0
5702,UE,2,9,B,35.28,0.69,1.95,0.56,0,1,3.24,11.39,3.01,13.67,0.72,26.42,0.65,1.55,3.79,13.88,4.18,0,B,0.67,1
8162,UE,2,3,B,35.15,0.00,2.52,6.47,0,0,2.11,10.73,1.29,10.46,0.81,27.43,0.09,1.95,7.43,11.97,3.15,0,B,0.49,1
5318,UE,2,7,F,27.88,4.86,1.91,5.39,0,1,3.37,12.55,2.10,12.54,1.27,39.23,0.82,1.70,1.74,15.46,2.10,1,F,0.46,1
6566,FE,1,5,F,23.79,-0.70,1.90,10.46,0,0,4.56,13.65,1.68,11.14,2.13,41.14,0.35,1.49,1.98,14.72,3.07,0,B,0.42,1
1765,UE,2,4,U,16.28,-0.22,3.81,8.75,0,0,2.80,6.82,0.02,9.00,1.78,33.82,0.60,3.90,5.68,12.93,0.87,0,V,0.44,0
8113,UE,1,3,F,34.62,2.71,1.36,2.00,0,1,2.47,8.69,0.46,11.06,1.14,21.24,0.40,3.57,7.63,12.84,1.64,0,F,0.75,1
6122,UE,1,7,B,36.94,-0.06,2.82,7.20,0,0,1.30,12.53,0.95,13.04,0.25,33.67,0.93,2.14,3.38,15.50,2.33,0,F,0.55,1
2511,UE,1,8,F,39.97,1.62,0.82,5.50,0,1,4.30,13.81,2.14,13.53,2.15,32.16,0.13,1.16,5.97,13.43,2.04,0,B,0.49,0
3056,UE,2,5,B,26.39,2.28,3.59,0.16,0,1,0.56,13.47,1.93,13.62,1.40,39.27,0.16,3.07,4.89,13.32,3.34,0,B,0.40,1
8590,UE,2,5,F,32.73,1.74,0.31,2.00,1,0,2.15,15.00,1.86,14.38,0.20,37.63,0.49,1.45,4.34,13.10,2.77,0,F,0.40,1
2006,FE,1,3,B,29.10,0.40,0.99,0.32,0,1,3.95,6.84,0.28,10.67,1.20,17.54,0.07,3.38,9.12,12.87,2.05,0,F,0.92,1
4924,W,1,3,U,32.97,0.96,0.99,2.33,0,0,3.36,6.96,0.55,10.08,0.69,23.42,1.89,3.20,5.77,11.89,4.60,0,V,0.61,1
6135,UE,2,3,B,39.03,0.91,0.36,1.24,0,1,2.31,12.28,1.36,11.55,0.83,25.74,1.33,1.68,3.39,12.31,2.79,0,F,0.55,1
4720,W,2,6,B,37.28,0.19,0.99,4.43,0,0,0.95,12.46,1.89,12.33,0.94,24.85,1.06,2.24,2.54,13.77,3.54,0,B,0.72,0
7534,W,2,6,F,12.29,0.17,2.89,9.15,0,0,6.80,4.82,1.33,10.95,1.62,18.42,1.31,1.29,7.97,12.49,3.81,0,V,1.00,0
3050,UE,2,4,B,31.23,1.68,0.51,0.38,0,1,2.52,13.13,2.87,12.35,0.47,29.16,0.87,1.11,2.07,12.16,0.99,0,B,0.48,0
2749,UE,1,12,B,37.10,0.52,0.09,1.11,1,1,1.72,11.56,1.90,13.20,2.42,26.88,0.33,2.31,4.12,13.35,3.27,0,B,0.61,0
8091,W,2,12,B,13.39,0.63,0.57,3.25,0,0,1.81,2.70,0.88,2.68,0.93,22.25,0.72,1.52,9.25,11.49,2.58,1,V,0.67,0
1920,W,1,5,B,24.58,0.30,0.87,3.45,0,0,2.78,5.52,0.40,8.26,0.07,30.60,1.16,2.74,6.99,15.91,2.99,1,V,0.65,1
3449,FE,2,5,F,34.04,1.21,0.16,0.17,1,0,3.59,13.68,2.94,13.61,0.66,34.20,0.49,0.72,1.99,10.56,1.19,1,B,0.35,1
4356,W,1,3,F,33.00,0.84,1.03,4.54,0,0,4.33,5.94,0.66,10.23,1.25,23.41,2.10,3.90,6.73,12.69,4.50,0,V,0.68,1
6488,W,1,5,U,38.66,0.85,1.15,4.00,0,0,0.79,7.56,0.58,6.77,0.56,23.60,3.26,1.29,3.13,15.89,2.72,1,V,1.03,1
7155,W,1,4,B,39.92,0.08,0.06,4.50,0,0,1.40,14.79,2.68,15.39,1.41,35.81,0.76,1.83,2.76,12.13,3.17,0,F,0.39,0
6430,FE,2,11,B,27.27,2.10,2.28,0.65,1,1,5.60,12.88,2.31,11.33,3.07,29.23,1.49,1.22,0.64,12.95,1.08,1,B,0.55,1
2769,W,1,3,B,22.81,0.34,1.84,0.04,0,0,5.11,4.95,2.12,9.95,1.06,21.85,0.75,1.26,7.69,12.65,4.40,0,B,0.76,1
1425,FE,2,5,F,16.40,-0.42,1.71,9.77,0,0,3.13,7.09,0.81,9.93,0.50,31.80,0.09,2.22,5.11,12.79,2.42,0,B,0.46,1
5959,UE,1,13,F,40.26,0.99,0.49,1.03,0,1,4.17,12.92,2.25,13.74,1.84,25.11,1.32,2.44,3.84,13.34,2.37,0,F,0.62,1
6871,W,2,4,F,34.76,0.11,0.81,7.09,0,0,0.56,13.21,0.09,13.39,0.44,27.22,0.94,2.38,4.46,12.67,2.52,0,B,0.54,0
5772,UE,2,4,F,37.99,0.55,1.39,1.26,1,0,1.81,11.61,0.97,12.34,2.62,26.78,0.28,3.53,6.32,12.58,1.04,0,B,0.53,0
482,UE,2,7,B,33.81,0.45,0.14,4.15,1,0,1.37,14.92,0.66,15.14,0.70,32.36,0.90,2.32,2.26,12.90,1.28,0,F,0.45,1
5227,UE,2,4,F,33.04,1.68,1.29,1.96,1,1,3.44,12.96,1.11,11.21,1.85,28.50,1.38,2.30,2.43,12.40,0.82,0,F,0.51,0
5692,UE,2,3,B,30.40,-0.05,3.36,7.06,0,0,2.04,12.31,0.95,11.32,0.83,32.71,0.07,2.05,6.12,12.42,4.42,0,U,0.43,1
3162,UE,1,4,U,12.39,-0.95,2.43,0.36,0,1,3.11,14.79,3.58,14.46,0.49,25.76,0.34,1.99,1.40,10.01,2.43,0,U,0.42,0
8448,UE,2,6,F,23.98,-0.27,0.70,8.24,0,0,4.69,12.67,5.10,14.52,0.79,29.90,0.94,0.05,3.84,12.90,2.84,0,F,0.52,0
2924,UE,2,3,B,26.36,-0.05,3.21,7.46,0,0,2.22,12.42,3.39,11.79,1.26,32.29,0.60,1.61,4.52,12.46,4.20,0,B,0.46,1
4568,UE,1,5,F,36.64,0.72,0.77,0.25,1,0,3.93,8.54,0.01,12.23,1.36,20.04,1.85,4.04,5.85,20.21,1.38,1,U,1.07,1
2266,FE,1,6,U,23.60,2.86,0.94,2.48,0,0,3.66,15.75,1.73,14.99,1.85,34.87,0.40,0.75,2.50,11.99,1.01,0,B,0.37,0
2760,UE,1,4,B,39.27,-0.40,2.48,8.94,0,0,5.72,12.64,0.42,11.89,5.26,18.83,1.65,3.46,1.99,11.12,0.82,1,B,0.73,0
6701,W,2,4,B,35.24,0.44,0.91,1.88,0,0,1.47,11.59,1.16,12.93,0.55,25.94,0.10,3.26,6.38,12.09,2.21,0,B,0.52,0
9101,UE,1,8,F,38.94,1.03,0.34,1.10,1,0,2.89,14.34,0.02,13.62,2.78,29.32,1.22,3.35,2.11,13.70,0.05,0,F,0.56,0
453,UE,1,11,F,30.80,1.72,2.83,0.17,0,1,0.59,13.51,1.14,13.50,0.55,31.18,0.80,2.94,3.46,13.75,2.74,0,F,0.52,1
5648,W,2,4,B,35.79,0.86,0.34,0.35,0,0,1.42,12.15,0.18,12.69,1.49,27.71,0.98,3.91,3.31,13.27,1.52,1,B,0.55,0
3836,W,1,5,F,21.89,0.05,2.79,7.29,0,0,1.52,4.39,0.71,5.74,0.02,38.01,0.72,2.22,8.34,15.37,2.20,1,V,0.47,1
8734,UE,2,3,B,33.79,-0.18,1.62,7.69,0,0,1.57,11.49,0.40,11.25,1.15,22.89,0.44,2.11,4.64,10.40,4.26,0,F,0.50,1
8284,UE,2,3,F,29.81,0.88,0.08,2.00,1,0,1.14,12.42,0.58,11.48,1.22,31.64,0.46,3.38,3.56,10.77,2.94,0,U,0.36,1
5292,UE,2,4,B,38.66,-0.01,3.40,6.93,0,0,3.57,13.20,0.99,12.06,2.40,26.98,1.13,2.55,2.10,12.18,2.03,0,B,0.53,0
