count,id,winner,forced.error,unforced.error,final.shot.won,server.is.impact.player,first.serve,rally,same.side,forehand,backhand,volley,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.forehand,previous.backhand,previous.volley,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,previous.time.to.net,opponent.depth,opponent.distance.from.center
2059,2728,0,1,0,0,0,0,4,0,0,1,0,31.27,-0.04,2.83,7.39,0,0,1.82,14.06,1.61,14.08,0.21,1,0,0,30.96,0.22,2.46,6.53,0.47,12.76,1.16
2060,1054,0,0,1,0,0,1,6,0,0,1,0,26.75,0.95,2.02,5.01,1,0,3.46,14.09,2.63,12.95,0.65,1,0,0,30.81,1.27,1.25,1.28,0.45,11.97,1.07
2061,979,0,0,1,0,1,1,7,0,0,0,0,34.68,2.03,3.36,2.96,0,0,2.86,15.06,1.62,14.71,1.22,1,0,0,36.19,0.85,1.65,0.16,0.39,12.76,2.78
2062,5591,0,0,1,0,0,1,4,1,1,0,0,28.75,2.69,3.99,2.63,0,1,4.26,14.80,2.60,14.16,1.62,1,0,0,38.28,0.72,1.22,2.35,0.35,12.02,0.38
2063,2036,0,1,0,0,0,1,4,0,0,1,0,30.10,1.50,3.20,0.54,0,1,2.15,13.03,0.70,12.68,1.42,1,0,0,36.38,0.29,2.82,4.33,0.39,12.40,2.19
2064,726,0,0,1,0,0,1,10,0,1,0,0,31.88,1.64,0.72,0.08,0,1,4.57,14.14,1.09,15.45,3.29,1,0,0,31.57,0.07,1.87,5.96,0.40,11.40,1.86
2065,781,1,0,0,1,0,0,8,0,1,0,0,32.23,0.56,1.07,3.50,0,0,1.62,11.55,1.94,13.15,1.75,1,0,0,24.41,0.31,3.79,7.73,0.64,13.44,1.78
2066,1956,0,1,0,0,0,0,4,1,1,0,0,32.30,1.62,1.85,1.30,0,1,1.36,13.18,0.43,12.07,0.37,0,1,0,33.07,0.36,3.47,2.92,0.41,12.27,0.85
2067,5542,0,0,1,0,0,1,4,0,1,0,0,23.21,-0.25,2.44,8.44,0,0,1.79,14.46,2.46,14.34,0.68,1,0,0,37.51,0.68,1.40,2.27,0.39,12.65,0.66
2068,2618,0,0,1,0,1,0,5,1,0,1,0,24.96,1.63,0.44,0.83,1,1,5.43,13.51,3.53,13.10,1.88,0,1,0,28.20,0.66,1.26,3.61,0.39,9.66,2.42
2069,1280,0,1,0,0,0,1,4,0,1,0,0,33.67,1.08,4.05,1.19,0,1,1.64,12.58,0.33,11.69,1.70,1,0,0,33.86,0.69,3.58,3.09,0.48,13.61,1.11
2070,3495,0,1,0,0,1,0,13,0,1,0,0,34.58,0.90,0.59,0.01,1,0,2.83,12.95,3.22,12.97,0.39,1,0,0,32.90,0.64,1.31,3.10,0.45,12.55,2.93
2071,1837,1,0,0,1,1,1,5,1,1,0,0,30.75,0.95,0.98,3.39,0,0,0.91,13.28,0.60,12.37,0.64,1,0,0,29.18,0.64,3.51,2.73,0.49,12.26,3.81
2072,2170,0,0,1,0,0,1,4,1,0,1,0,20.60,-0.70,3.62,11.08,0,0,1.90,13.29,0.94,13.55,0.95,0,1,0,34.81,0.27,3.30,3.36,0.31,10.17,0.51
2073,212,0,1,0,0,0,1,4,0,0,1,0,29.74,0.61,0.56,4.70,1,0,1.16,12.33,0.31,12.33,0.86,1,0,0,27.54,0.56,2.58,5.36,0.51,12.52,1.47
2074,2687,1,0,0,1,0,1,8,0,1,0,0,25.05,0.78,1.50,5.47,0,0,2.22,12.00,1.22,10.97,0.74,0,1,0,32.56,0.57,1.79,1.75,0.47,13.42,4.10
2075,1096,0,1,0,0,1,1,9,0,1,0,0,34.68,0.04,0.73,5.02,1,0,2.82,13.61,2.48,13.33,0.33,0,1,0,36.20,0.67,0.96,1.68,0.43,13.19,0.12
2076,2372,0,1,0,0,0,1,6,0,0,1,0,32.74,-0.02,1.99,5.86,0,0,1.92,13.47,2.30,13.41,0.37,0,1,0,35.51,0.21,1.98,3.85,0.41,12.72,0.76
2077,30,1,0,0,1,1,0,7,1,1,0,0,19.19,0.49,0.69,3.65,0,0,0.94,3.90,0.90,3.39,1.69,0,0,1,22.00,1.03,4.01,8.34,0.71,11.46,1.37
2078,2938,1,0,0,1,0,0,4,1,1,0,0,35.36,0.67,0.12,1.15,0,0,1.02,10.34,1.26,11.17,1.84,1,0,0,25.08,0.19,3.39,7.71,0.64,13.22,0.95
2079,3120,0,1,0,0,1,1,7,1,1,0,0,33.63,1.25,2.24,1.15,0,1,2.97,13.54,2.53,14.09,0.39,1,0,0,37.55,0.06,2.20,5.80,0.41,13.31,1.22
2080,820,1,0,0,1,1,1,7,0,1,0,0,32.65,0.21,0.68,6.34,0,0,3.12,13.36,1.99,13.55,1.13,0,1,0,31.00,0.50,1.26,3.94,0.45,12.57,1.76
2081,3625,0,1,0,0,1,1,9,0,1,0,0,34.21,-0.01,2.96,7.03,0,0,2.32,13.16,2.95,12.95,0.64,1,0,0,32.45,0.93,1.12,2.30,0.54,14.51,2.41
2082,5413,1,0,0,1,0,1,6,0,1,0,0,30.47,0.26,0.44,2.96,0,0,6.31,7.72,2.42,12.34,1.87,0,1,0,17.35,1.19,0.81,6.74,0.96,13.07,3.42
2083,297,0,0,1,0,1,0,5,1,1,0,0,30.99,0.33,0.59,4.53,1,0,1.58,13.23,1.63,12.71,0.14,1,0,0,37.76,0.77,1.70,0.35,0.42,13.69,0.38
2084,715,0,1,0,0,1,1,5,1,1,0,0,35.26,1.03,0.23,1.03,1,0,1.56,13.78,0.83,13.73,0.73,0,1,0,32.36,0.64,2.45,3.86,0.48,13.47,0.00
2085,3958,0,1,0,0,0,1,4,0,0,1,0,33.06,-0.09,1.50,6.88,0,0,3.48,13.19,2.61,12.14,0.71,1,0,0,29.10,0.68,1.14,3.53,0.45,11.27,0.02
2086,4570,0,0,1,0,0,0,6,0,0,1,0,20.84,6.56,1.78,0.91,0,1,1.97,14.19,3.69,14.00,1.73,1,0,0,34.54,0.74,0.77,3.17,0.45,13.21,3.21
2087,220,1,0,0,1,1,1,3,0,1,0,0,34.12,0.89,0.40,0.92,0,0,0.95,12.01,2.45,11.67,1.56,0,1,0,26.54,0.56,3.80,4.56,0.51,11.94,4.46
2088,4353,1,0,0,1,1,1,3,0,1,0,0,33.10,-0.02,1.67,6.23,0,0,0.86,11.56,1.63,11.27,0.82,0,1,0,27.31,0.43,3.69,5.02,0.49,11.69,3.57
2089,4555,0,1,0,0,1,1,5,1,0,1,0,23.69,2.37,3.61,0.56,0,1,4.76,11.48,2.15,14.51,1.52,0,1,0,23.77,0.83,1.91,2.91,0.71,13.69,2.09
2090,2811,1,0,0,1,1,0,5,0,0,1,0,32.50,0.47,1.02,0.88,0,0,1.81,10.81,3.13,11.74,1.58,1,0,0,23.49,0.36,0.79,7.76,0.72,13.52,0.08
2091,4270,0,0,1,0,1,1,3,0,0,1,0,27.02,0.72,1.05,3.62,1,0,1.95,13.17,1.04,11.29,1.56,0,1,0,31.45,0.68,3.34,2.74,0.41,11.37,3.93
2092,4832,0,1,0,0,1,1,5,0,1,0,0,35.06,1.22,0.37,0.63,0,1,0.70,13.07,0.13,12.61,0.39,0,1,0,31.95,0.49,3.04,5.08,0.52,14.00,0.28
2093,2841,1,0,0,1,0,1,6,1,1,0,0,26.96,0.06,1.01,4.75,0,0,6.91,9.00,4.49,13.00,1.14,1,0,0,13.76,0.38,0.57,5.99,0.39,4.89,0.54
2094,1758,0,1,0,0,1,1,3,0,0,1,0,34.55,-0.13,2.06,7.63,0,0,1.54,10.85,0.55,11.15,0.96,0,1,0,25.24,1.41,2.77,4.47,0.74,15.43,3.18
2095,3804,0,0,1,0,0,1,4,0,0,1,0,23.27,3.62,2.31,0.08,0,1,4.78,13.79,0.65,14.07,4.12,1,0,0,24.17,0.22,1.91,5.05,0.37,8.66,2.15
2096,418,1,0,0,1,1,0,5,0,1,0,0,36.41,0.44,0.17,3.25,0,0,0.75,13.04,1.37,13.58,0.85,0,1,0,31.20,0.77,3.92,3.83,0.55,14.84,2.13
2097,5528,0,1,0,0,1,0,5,0,0,1,0,31.51,-0.36,3.39,8.93,0,0,2.76,12.68,1.97,11.87,0.67,1,0,0,31.07,0.33,1.16,4.94,0.53,13.56,1.82
2098,784,0,1,0,0,0,1,8,0,0,1,0,34.99,-0.07,0.39,6.56,1,0,0.60,13.25,1.41,12.89,0.93,0,1,0,33.67,0.79,2.60,2.91,0.49,13.97,1.76
2099,5274,1,0,0,1,1,0,5,0,1,0,0,39.89,0.58,2.27,2.84,0,0,3.77,8.88,1.90,12.65,1.70,0,0,1,19.26,4.34,3.23,3.21,1.03,13.45,4.91
2100,696,1,0,0,1,1,1,9,0,1,0,0,34.92,0.43,0.52,3.27,0,0,3.68,7.65,1.13,11.23,0.30,0,0,1,20.37,2.44,3.96,4.54,0.89,13.75,2.07
2101,694,0,0,1,0,0,1,6,1,1,0,0,37.26,-0.03,1.63,5.60,0,0,3.70,11.49,3.14,12.90,0.29,1,0,0,27.57,0.23,1.48,7.14,0.59,13.58,0.80
2102,5089,1,0,0,1,0,0,4,0,1,0,0,34.12,1.08,0.14,1.37,0,0,2.74,12.97,0.02,11.19,2.06,0,1,0,25.52,0.87,2.60,2.64,0.53,12.03,2.25
2103,2969,0,0,1,0,1,1,3,0,0,1,0,19.88,3.98,2.58,1.68,0,1,3.76,12.46,2.30,11.37,1.29,0,1,0,28.28,0.52,1.02,4.13,0.48,11.96,2.94
2104,6063,0,1,0,0,1,0,3,0,0,1,0,33.46,0.34,0.11,2.79,1,0,1.02,12.24,1.30,11.27,0.97,0,1,0,32.72,0.39,3.13,4.95,0.41,11.66,3.06
2105,1802,0,0,1,0,1,0,3,0,0,1,0,30.80,-0.56,4.01,9.78,0,0,2.16,13.03,2.33,11.24,1.12,0,1,0,30.51,1.11,1.60,1.12,0.44,11.40,2.95
2106,1773,0,1,0,0,1,0,3,0,1,0,0,32.21,-0.17,1.65,7.97,0,0,0.48,11.41,0.83,11.00,1.07,0,1,0,26.69,0.43,2.85,5.10,0.52,12.28,1.92
2107,1609,1,0,0,1,1,1,3,0,1,0,0,31.92,0.83,1.44,2.72,0,0,3.11,13.62,0.75,11.44,1.47,0,1,0,31.23,0.20,1.41,5.32,0.39,11.34,4.46
2108,5888,0,1,0,0,1,0,3,0,0,1,0,28.81,1.08,1.72,3.06,1,0,0.91,12.42,0.10,12.21,0.98,1,0,0,31.56,0.15,2.59,6.15,0.45,12.76,2.92
2109,4808,0,1,0,0,0,1,6,1,1,0,0,34.32,0.68,0.14,3.33,1,0,3.46,14.45,1.23,13.23,2.00,1,0,0,30.37,1.29,2.48,2.05,0.52,13.02,0.23
2110,2832,0,1,0,0,0,1,4,0,1,0,0,35.89,-0.04,1.18,6.79,0,0,2.02,11.92,0.48,13.87,0.03,1,0,0,25.97,0.95,3.84,5.19,0.63,13.46,0.01
2111,4883,0,1,0,0,1,0,3,0,1,0,0,29.03,1.54,2.97,0.17,0,0,1.60,12.33,2.01,11.12,0.95,0,1,0,30.55,0.33,2.73,6.85,0.48,12.37,3.45
2112,5485,0,0,1,0,1,1,3,0,0,1,0,29.02,0.89,2.73,3.35,0,0,2.01,13.30,1.99,11.32,1.68,0,1,0,26.29,1.47,2.46,2.35,0.53,11.61,3.67
2113,2235,1,0,0,1,0,0,4,0,0,0,0,31.59,0.74,1.78,4.45,0,0,5.11,8.19,1.31,11.27,2.76,0,0,1,17.70,3.43,1.79,4.15,0.91,12.46,4.15
2114,535,0,1,0,0,0,0,4,0,0,1,0,32.73,-0.12,2.01,6.41,0,0,1.87,12.69,3.06,12.72,1.19,0,1,0,35.24,0.38,1.93,4.45,0.44,13.20,3.86
2115,2988,1,0,0,1,1,0,7,0,0,1,0,34.41,0.19,1.31,4.81,0,0,4.24,13.51,2.26,11.55,1.50,1,0,0,28.88,1.54,0.80,2.13,0.59,13.87,2.51
2116,5662,1,0,0,1,0,1,8,1,0,1,0,34.18,0.66,0.34,1.90,0,0,5.51,12.23,3.44,12.83,2.04,0,1,0,26.34,0.95,1.09,4.92,0.65,14.11,1.29
2117,3993,0,1,0,0,0,1,8,0,1,0,0,32.53,0.59,0.10,4.29,1,0,0.17,13.54,1.00,13.37,0.96,1,0,0,30.34,0.44,3.14,2.49,0.42,11.43,2.66
2118,5577,0,1,0,0,0,1,10,1,1,0,0,35.37,-0.15,2.12,7.60,0,0,1.00,13.07,0.80,13.48,1.71,1,0,0,29.36,0.75,3.91,3.40,0.50,12.56,1.14
2119,4045,0,0,1,0,1,1,5,0,0,1,0,17.07,-0.09,3.66,7.12,0,0,1.97,6.25,0.01,7.29,1.68,0,0,1,31.79,0.30,3.17,6.00,0.44,12.50,0.79
2120,5377,0,1,0,0,0,1,8,1,1,0,0,18.50,-0.46,2.55,10.81,0,0,4.72,7.72,0.88,12.34,0.10,0,0,1,22.04,2.90,2.76,4.59,0.88,14.91,2.58
2121,4843,1,0,0,1,0,1,4,0,1,0,0,26.02,0.56,0.85,1.59,0,0,5.19,6.94,1.95,12.12,2.32,1,0,0,16.48,0.34,2.75,9.57,0.96,12.28,1.91
2122,5253,0,1,0,0,0,0,10,1,1,0,0,34.43,0.67,0.32,0.50,0,1,2.15,11.56,1.72,12.37,0.27,1,0,0,27.14,0.64,2.80,6.18,0.62,13.58,1.38
2123,3769,1,0,0,1,1,1,5,0,0,1,0,36.49,0.24,1.30,4.29,0,0,2.07,10.67,0.84,12.25,0.49,1,0,0,25.10,0.91,2.01,6.19,0.68,13.67,3.09
2124,4699,0,1,0,0,1,0,5,0,1,0,0,36.71,1.12,0.45,2.19,0,1,2.98,12.65,4.44,13.17,1.50,0,1,0,26.16,3.41,1.55,2.61,0.79,15.17,3.61
2125,4944,1,0,0,1,0,1,20,0,1,0,0,37.30,0.36,1.45,0.94,0,0,7.84,4.81,1.99,12.64,1.58,1,0,0,16.28,1.61,1.70,8.48,1.25,13.34,4.28
2126,449,0,1,0,0,0,1,8,1,0,0,0,36.87,0.55,0.12,3.08,1,0,1.98,13.64,1.51,12.52,0.12,0,1,0,21.41,2.78,2.89,2.87,0.83,13.39,2.43
2127,783,0,1,0,0,1,0,3,0,0,1,0,32.14,1.03,0.53,0.39,0,1,0.85,12.35,0.07,11.81,0.73,1,0,0,32.59,0.03,2.01,6.13,0.40,11.57,5.33
2128,5391,0,1,0,0,1,0,3,0,1,0,0,27.77,1.11,0.16,2.27,1,0,1.34,12.52,0.58,11.93,0.62,0,1,0,35.54,0.15,2.67,4.50,0.37,12.01,2.60
2129,5757,0,0,1,0,1,1,3,0,1,0,0,22.16,2.80,3.73,2.56,0,1,3.88,12.08,4.45,11.72,0.59,1,0,0,30.68,0.06,1.66,7.32,0.48,12.33,4.36
2130,4491,1,0,0,1,1,1,3,0,1,0,0,24.20,1.44,1.69,0.48,0,0,1.07,11.32,0.29,11.27,0.78,1,0,0,30.81,0.71,2.83,1.76,0.46,12.26,3.26
2131,4844,0,0,1,0,0,1,6,0,1,0,0,13.90,-0.64,1.32,11.38,0,0,3.92,14.07,1.01,13.31,2.84,0,1,0,37.41,0.16,1.58,3.50,0.33,11.08,2.47
2132,4762,0,1,0,0,1,1,5,1,1,0,0,34.94,1.15,1.37,2.70,0,1,2.08,10.34,1.66,10.95,0.33,1,0,0,23.92,1.11,2.33,5.57,0.75,14.46,1.80
2133,57,1,0,0,1,1,0,7,1,1,0,0,45.83,0.65,1.06,6.94,0,0,1.50,3.36,0.88,4.58,0.02,0,0,1,18.23,3.24,2.17,0.05,0.27,15.31,0.27
2134,5927,0,1,0,0,0,1,4,0,1,0,0,28.27,0.09,0.16,4.69,1,0,3.29,9.40,3.70,12.29,2.12,1,0,0,23.07,0.29,2.77,8.35,0.61,10.93,4.99
2135,5315,1,0,0,1,1,1,7,0,1,0,0,25.97,0.16,1.06,3.05,0,0,8.00,6.49,4.59,13.42,0.60,1,0,0,15.58,1.07,0.28,8.11,0.95,10.87,3.76
2136,2806,0,1,0,0,0,0,4,0,1,0,0,29.63,1.56,2.90,0.47,0,1,3.48,13.23,1.97,11.86,1.23,0,0,0,33.80,0.52,1.58,1.47,0.43,12.68,0.78
2137,1255,0,1,0,0,0,1,6,0,0,1,0,35.51,0.59,1.43,0.69,0,1,1.82,11.29,1.91,12.20,0.34,0,1,0,30.11,0.45,2.21,4.14,0.51,13.15,1.88
2138,4973,0,1,0,0,0,0,4,0,1,0,0,32.15,-0.04,1.84,6.78,0,0,3.19,13.34,1.87,12.30,1.15,0,1,0,34.08,0.36,1.40,3.53,0.38,11.73,2.03
2139,78,1,0,0,1,0,0,8,1,1,0,0,20.64,0.35,1.17,4.17,0,0,1.78,4.83,0.43,6.38,1.30,0,0,1,31.09,1.09,3.65,7.38,0.56,13.87,0.45
2140,3766,0,1,0,0,0,1,6,0,0,1,0,25.46,3.67,0.51,2.97,1,1,1.45,12.95,1.70,13.17,0.27,0,1,0,33.68,0.75,2.43,3.56,0.50,14.09,1.40
2141,4580,1,0,0,1,1,1,21,0,0,1,0,28.57,0.80,0.56,5.55,0,0,2.98,14.49,2.56,13.23,0.14,1,0,0,29.50,0.40,0.85,2.91,0.38,10.36,0.90
2142,6117,1,0,0,1,0,1,6,0,0,0,0,31.13,0.36,1.86,4.39,0,0,7.87,7.20,1.54,14.81,3.57,0,1,0,12.11,1.82,2.36,6.42,0.66,6.04,2.07
2143,6106,1,0,0,1,0,1,10,0,0,1,0,31.89,0.78,0.01,1.24,0,0,1.50,13.29,1.05,13.16,0.45,0,1,0,36.86,0.16,2.69,4.03,0.38,12.45,0.46
2144,1768,1,0,0,1,0,0,6,0,0,1,0,35.80,0.26,1.28,4.05,0,0,6.96,5.31,1.98,11.57,1.06,1,0,0,16.08,1.61,1.46,7.92,1.24,13.56,3.88
2145,5997,0,0,1,0,1,0,5,0,0,0,0,13.40,3.17,0.20,2.75,0,0,2.44,13.68,2.71,13.31,0.29,1,0,0,33.25,0.55,0.82,2.51,0.41,11.69,1.27
2146,2793,0,1,0,0,0,1,4,0,0,1,0,34.58,-0.25,3.55,7.66,0,0,1.47,14.59,1.87,14.96,0.45,0,1,0,37.32,0.24,2.46,4.78,0.32,10.88,0.37
2147,5412,1,0,0,1,1,0,3,0,0,1,0,35.13,0.19,1.00,5.09,0,0,1.35,13.16,1.06,11.83,0.81,1,0,0,28.15,1.37,3.82,1.78,0.48,11.50,3.48
2148,1650,0,0,1,0,1,1,5,0,1,0,0,30.56,2.31,2.41,3.05,0,1,1.38,13.50,0.77,12.98,0.51,0,1,0,34.69,0.39,2.63,1.40,0.35,11.17,1.21
2149,1551,0,0,1,0,0,0,6,0,0,0,1,20.87,3.01,0.56,0.68,0,0,3.99,14.46,2.58,12.75,1.02,0,1,0,33.34,1.09,0.41,0.18,0.44,12.64,1.24
2150,5285,1,0,0,1,0,1,6,0,0,1,0,31.56,0.67,1.81,1.57,0,0,2.24,12.73,1.16,12.41,1.05,1,0,0,35.11,0.32,1.68,3.46,0.43,12.81,3.98
2151,2629,1,0,0,1,1,1,5,1,0,1,0,30.47,0.50,0.94,3.79,0,0,5.41,7.70,1.85,12.13,1.26,0,0,1,19.46,3.15,2.92,4.56,1.03,14.29,1.96
2152,4373,1,0,0,1,1,1,5,0,0,1,0,37.58,0.26,0.96,2.48,0,0,3.44,11.62,3.78,12.25,0.40,0,1,0,21.90,0.57,1.53,6.67,0.65,12.23,2.39
2153,5977,1,0,0,1,1,0,5,0,0,1,0,37.73,0.51,0.47,1.35,0,0,1.54,12.38,1.71,12.72,0.21,1,0,0,26.76,1.02,3.68,3.26,0.61,12.96,1.46
2154,5090,0,1,0,0,1,1,3,0,0,1,0,31.60,0.68,2.13,1.77,0,1,3.41,9.53,2.24,11.62,0.46,0,0,0,19.33,0.48,0.93,8.12,0.74,12.20,3.19
2155,5728,0,1,0,0,1,1,7,1,0,1,0,34.47,1.07,0.77,2.50,0,1,1.01,13.41,0.75,13.42,0.26,0,1,0,36.60,0.41,3.20,3.09,0.39,12.51,1.02
2156,4153,1,0,0,1,1,1,3,0,1,0,0,32.68,0.44,0.62,2.96,0,0,2.27,12.23,2.98,11.51,0.83,1,0,0,31.29,0.45,1.95,5.06,0.45,11.91,4.10
2157,4836,0,1,0,0,1,1,3,0,1,0,0,36.02,-0.29,0.64,7.98,0,0,3.89,8.31,2.81,11.42,0.47,0,1,0,15.95,1.74,1.04,6.07,1.04,12.43,1.98
2158,5810,1,0,0,1,0,1,6,0,1,0,0,29.75,0.97,0.53,0.02,0,0,2.27,12.05,2.80,13.56,1.10,1,0,0,35.08,0.37,2.06,5.10,0.50,13.82,3.93
2159,1716,1,0,0,1,0,0,6,0,1,0,0,35.17,0.35,0.00,1.95,0,0,2.92,12.00,3.13,11.44,0.27,1,0,0,28.78,0.77,0.95,3.17,0.55,13.49,2.58
2160,3049,1,0,0,1,0,1,8,0,0,1,0,39.25,0.12,1.53,5.82,0,0,2.86,9.55,0.30,12.21,0.77,1,0,0,17.11,2.92,2.79,4.29,1.10,13.83,2.74
2161,2752,1,0,0,1,0,1,6,1,1,0,0,35.37,0.62,0.89,0.84,0,0,3.97,12.13,3.14,12.97,0.74,1,0,0,27.03,0.92,1.40,3.94,0.56,12.85,2.54
2162,2911,1,0,0,1,0,1,10,1,0,0,0,18.40,0.29,2.02,8.76,0,0,1.73,6.01,0.11,7.64,0.71,0,0,1,25.99,1.80,3.57,6.22,0.63,13.78,2.90
2163,2397,0,0,1,0,1,0,5,1,0,1,0,15.76,1.61,0.62,7.86,1,0,2.05,13.73,2.16,13.32,0.15,1,0,0,36.08,0.95,0.41,0.02,0.42,13.05,0.26
2164,2202,0,0,1,0,1,0,7,1,1,0,0,17.70,-0.76,2.15,11.43,0,0,5.76,14.00,1.82,13.71,3.93,1,0,0,29.44,0.62,1.98,3.45,0.46,11.89,1.36
2165,5215,0,0,1,0,0,1,8,1,1,0,0,25.80,-0.79,3.63,11.15,0,0,4.06,13.76,2.96,13.57,1.09,1,0,0,32.64,0.12,1.66,5.69,0.37,11.03,0.98
2166,5218,1,0,0,1,0,1,4,1,1,0,0,33.28,0.44,0.46,2.47,0,0,1.24,12.50,0.27,12.58,0.97,0,1,0,25.44,1.25,3.23,2.90,0.67,13.76,0.45
2167,5564,0,1,0,0,0,0,4,0,0,1,0,31.81,1.13,2.07,1.21,0,1,2.12,12.12,0.96,12.48,1.13,1,0,0,25.03,1.69,2.17,2.92,0.70,14.16,1.84
2168,434,1,0,0,1,1,0,9,0,0,1,0,15.09,0.32,0.37,9.47,0,0,0.72,12.82,2.03,13.21,1.42,0,1,0,30.36,0.25,2.73,3.72,0.47,12.52,3.17
2169,1694,0,0,1,0,0,1,4,1,0,1,0,29.60,0.94,0.65,2.09,1,1,6.23,13.54,1.12,12.87,5.08,1,0,0,26.67,0.36,3.12,6.13,0.29,7.34,0.74
2170,2864,0,1,0,0,1,0,13,0,1,0,0,20.25,0.85,0.71,3.94,1,0,0.44,12.44,0.63,12.62,0.22,1,0,0,30.32,0.63,3.34,4.00,0.58,14.55,1.58
2171,4510,0,0,1,0,0,0,14,0,0,1,0,22.10,4.28,0.80,2.71,0,0,3.57,14.04,2.73,15.05,0.69,0,1,0,29.39,0.70,0.74,0.22,0.40,10.75,0.29
2172,2081,0,0,1,0,1,1,3,0,0,1,0,29.26,-0.14,2.02,7.41,0,0,2.84,14.84,0.02,12.23,1.09,1,0,0,30.39,1.00,2.64,1.01,0.47,12.45,4.36
2173,4499,1,0,0,1,0,0,6,1,1,0,0,12.28,1.33,2.62,4.25,0,0,1.47,4.53,0.19,5.09,1.56,0,0,1,12.73,0.08,3.75,8.00,0.32,4.36,2.79
2174,3877,1,0,0,1,0,1,6,1,0,1,0,17.96,2.12,0.47,1.74,0,0,8.59,8.67,3.13,14.18,3.47,0,1,0,12.54,1.12,2.21,6.33,0.50,5.26,1.83
2175,3803,0,1,0,0,0,1,4,1,0,1,0,34.57,0.93,2.07,0.75,0,1,2.69,13.75,2.49,14.15,0.17,0,1,0,29.21,0.36,2.16,4.94,0.47,12.20,1.19
2176,5298,0,1,0,0,0,0,10,1,0,1,0,28.15,1.35,1.40,0.81,0,1,1.75,11.66,0.54,13.17,0.35,0,1,0,21.96,0.43,3.46,4.36,0.65,12.51,1.86
2177,1205,0,1,0,0,1,1,3,0,1,0,0,32.07,-0.11,3.06,7.54,0,0,1.04,11.39,0.66,11.42,0.39,1,0,0,25.35,0.90,2.68,4.76,0.63,13.39,2.09
2178,4401,0,1,0,0,1,1,21,1,0,1,0,33.15,-0.04,3.11,6.69,0,0,3.43,13.02,2.63,13.56,0.75,0,1,0,26.61,0.56,1.91,4.75,0.55,12.78,1.26
2179,5864,1,0,0,1,0,1,8,0,0,0,0,42.29,0.49,3.16,6.76,0,0,4.66,5.42,2.21,9.74,0.46,0,0,1,20.05,4.54,0.24,1.46,0.38,14.67,3.48
2180,1168,0,1,0,0,0,0,6,0,1,0,0,26.50,2.77,0.80,0.91,0,1,1.84,15.05,2.00,13.36,1.28,1,0,0,29.61,1.14,1.94,0.13,0.46,11.72,3.25
2181,3051,1,0,0,1,1,1,5,1,0,1,0,33.26,0.11,0.35,4.20,0,0,0.96,11.55,0.95,11.45,0.01,0,1,0,21.92,1.79,3.00,2.44,0.82,13.84,2.75
2182,4571,1,0,0,1,0,0,4,0,1,0,0,22.10,0.35,2.26,3.30,0,0,4.81,5.74,0.32,10.28,1.92,0,0,1,20.90,1.38,3.57,6.37,0.78,13.29,4.06
2183,544,1,0,0,1,0,1,4,1,1,0,0,32.23,0.65,0.11,2.66,0,0,2.30,11.71,1.61,12.58,0.52,0,1,0,23.19,1.39,4.06,3.41,0.74,14.03,1.74
2184,2852,1,0,0,1,0,0,16,1,1,0,0,12.56,0.71,1.68,7.30,0,0,1.58,5.34,0.96,6.65,0.07,0,0,1,30.36,0.39,2.39,6.74,0.60,15.76,3.04
2185,1406,0,1,0,0,0,0,8,0,0,1,0,27.30,0.57,0.42,4.62,1,0,1.48,13.66,1.13,13.03,0.21,0,1,0,31.18,0.71,2.53,0.70,0.47,12.79,0.80
2186,5396,0,0,1,0,1,1,3,0,0,1,0,17.99,2.42,2.99,0.74,0,1,2.60,9.14,1.62,11.70,1.18,1,0,0,21.22,0.08,2.91,8.90,0.75,12.90,2.43
2187,3483,1,0,0,1,0,0,10,1,1,0,0,24.82,0.14,0.86,5.21,0,0,9.27,7.89,2.87,14.81,3.29,0,1,0,12.03,0.90,1.10,6.67,0.59,5.65,0.47
2188,3717,0,1,0,0,1,0,9,0,0,1,0,25.64,-0.67,2.16,10.55,0,0,0.69,13.47,1.71,12.89,1.34,0,1,0,29.82,0.98,2.51,1.68,0.58,13.96,2.54
2189,6048,0,1,0,0,1,1,17,0,0,1,0,20.11,1.75,0.35,4.55,1,0,0.40,15.85,0.95,15.57,1.23,1,0,0,40.24,0.62,3.33,3.86,0.36,12.53,1.79
2190,2543,1,0,0,1,0,1,6,0,0,0,0,31.95,0.65,1.42,4.11,0,0,3.21,14.21,3.95,13.81,0.77,1,0,0,23.93,0.80,0.62,2.89,0.46,9.43,2.46
2191,6108,0,1,0,0,1,1,3,0,0,1,0,24.27,-0.12,2.21,6.95,0,0,3.86,7.85,0.22,11.51,1.00,1,0,0,18.21,0.69,3.58,7.45,0.93,13.21,1.64
2192,5024,1,0,0,1,1,1,11,0,0,1,0,17.10,0.44,0.88,6.64,0,0,7.14,6.26,3.49,13.35,2.73,0,1,0,15.66,0.66,0.68,8.62,1.02,11.78,2.07
2193,512,0,0,1,0,0,1,16,0,0,1,0,16.54,-0.95,1.23,11.79,0,0,6.05,13.62,2.36,11.16,3.17,1,0,0,23.06,0.91,1.33,1.70,0.64,12.76,1.70
